house_age,sqft_living,sqft_lot,bedrooms,bathrooms,floors,grade,condition,waterfront,view,yr_built,yr_renovated,lat,long,interest_rate,unemployment_rate,month_sold,quarter_sold,price,zipcode,has_basement,garage_size
1.0292247147901223,651.2612008247718,817.1393388542979,3,3.0040583575376796,1.0,8,3,0,0,1967,0,47.52449554746702,-122.32730250307003,4.161581652455553,7.913574960335628,9,3,164000.0,98164,1,0
48.49549260809972,781.9394155490954,1626.5694851425226,4,1.5300469425289156,2.0,9,5,0,0,1967,1993,47.60347333107509,-122.27095087072404,3.3644614834998783,5.8791382335701154,2,1,209000.0,98051,1,2
41.622132040021086,4578.968540049849,6003.579555112012,5,2.7406855965974253,1.0,7,1,0,0,1967,2006,47.42333330891392,-122.42720175145836,4.5308183820236545,7.867009780937669,4,2,565000.0,98134,0,2
10.616955533913808,1126.6041700291782,1594.131321646495,2,3.712104959363678,1.0,10,5,0,3,1951,0,47.46149761143358,-122.39737659750041,5.022008188209888,3.1353032702355765,3,1,276000.0,98145,1,3
9.091248360355031,2895.893070238477,4214.7515846253555,5,1.960543502285316,2.0,11,5,1,0,2021,0,47.77906290678764,-122.41218759207375,3.6587615854436177,6.63988161206194,3,1,795000.0,98082,0,1
9.17022549267169,2349.9302117031793,2943.6036737897484,1,3.0107619281330775,2.0,4,3,0,1,2000,0,47.61714214041253,-122.47177681789383,4.610572969004927,7.0831076214636814,11,4,338000.0,98072,1,2
15.212112147976885,2063.044968164792,3846.608574910473,3,1.5637107663952494,2.5,6,3,0,2,1959,0,47.42537972146401,-122.36085707154396,5.386991710448086,3.265866433382438,5,2,432000.0,98051,1,1
26.237821581611893,4549.250055592726,6351.060949699297,4,2.8743861961561756,2.0,11,5,0,1,1963,0,47.677235103507826,-122.10841369341922,2.829784998075721,5.894848320081229,7,3,1110000.0,98052,0,2
21.597250932105787,598.2052854897028,1263.050973624223,5,2.0093510554525302,1.0,7,5,0,2,1975,1997,47.424721148031615,-122.35844783741456,4.987347096644449,7.009711467947242,12,4,161000.0,98012,0,0
14.561457009902096,3487.0535877901507,4024.041720320308,4,1.6336247757638551,2.0,5,4,0,4,1996,0,47.695549690818545,-122.3157853512652,3.6310073055238306,5.805193626115363,7,3,717000.0,98081,1,2
30.592644736118974,4835.274953960977,5716.752500886816,5,1.9395461521109054,2.0,8,1,0,0,1979,0,47.69998508868801,-122.23876509961745,2.9292748478373047,3.319067952027333,7,3,739000.0,98095,0,2
6.974693032602092,3020.756825578289,3577.7668374205714,1,1.5365232055233982,1.0,5,1,0,4,2005,1983,47.6604315902997,-122.24060089953235,4.409789726650221,6.467236204491558,3,1,444000.0,98115,1,2
14.607232426760907,4715.701079148913,6093.230381403149,2,3.7057483235136486,3.0,7,2,0,1,1991,0,47.692881817847734,-122.12004200799254,3.2919181174370613,3.302984573366543,9,3,904000.0,98129,1,1
18.318092164684586,735.160456787107,2404.6833574288494,4,2.1915606589513867,1.0,5,5,1,0,1953,0,47.43518631240522,-122.15697434384035,5.374766274342052,7.087344475082192,6,2,241000.0,98011,1,1
22.803499210851797,2384.569935833726,3763.4449845650383,4,1.735837914923102,3.0,8,5,0,1,1960,2022,47.6907122209421,-122.18241972515793,2.6501356833587666,3.215170916533472,11,4,606000.0,98016,1,2
39.25879806965068,1670.7100593292303,3336.9759091029946,2,2.3452235230477987,2.5,12,5,0,1,1973,2009,47.454675327889554,-122.11934910968867,2.8452851369481413,3.686986905051854,12,4,544000.0,98101,1,3
9.983689107917987,3788.694342413284,4642.979450607485,4,1.9616085004194868,2.0,7,5,0,3,2016,0,47.53580236290873,-122.40769384580673,4.32348644095036,4.375537952616343,11,4,664000.0,98113,1,1
25.71172192068058,4915.83690723761,5312.839151584446,4,3.233257761439978,3.0,11,1,0,0,1986,0,47.77709810140025,-122.25317832215129,4.561296244269348,6.166823961304,10,4,874000.0,98092,1,3
29.620728443102124,1654.3852809991151,3156.49208105454,5,3.9136597356564833,2.0,5,3,0,0,1951,0,47.60115019106365,-122.14512129331113,5.054603325829614,7.88179549815653,11,4,278000.0,98009,1,3
2.3225206359998865,3443.785706633335,4228.687266402288,5,2.3141009700929405,1.0,8,4,0,0,1961,0,47.786970572833205,-122.25034473668876,3.4074125488826783,3.589114263099672,8,3,860000.0,98119,1,1
30.37724259507192,1391.4393474188305,2766.8539153541824,2,3.5831001999167214,2.0,10,3,0,0,1970,0,47.435568983554695,-122.10903181015725,5.446161428746521,3.7135383460695923,1,1,292000.0,98123,0,2
8.526206184364577,3043.9861455722444,3658.209635337599,1,2.6975892206788585,1.0,9,3,0,0,2018,2010,47.59102263982527,-122.45985891443745,5.835998189208241,4.844351983504902,4,2,580000.0,98008,0,2
3.252579649263976,2587.696190097513,2842.032496230191,4,1.4717069952827004,1.5,8,1,0,0,2020,1992,47.42496092811075,-122.32426779888272,4.2466375625820225,7.181095688776601,7,3,398000.0,98025,1,2
47.44427686266666,4874.023983341916,6859.9293947686665,1,3.0718682262440247,2.0,4,4,0,2,2013,2020,47.65208410495971,-122.10905483683653,5.161859777394304,5.33615476375407,12,4,721000.0,98168,0,0
48.28160165372797,3238.3727271340995,3635.155592202238,2,2.5403034913774603,1.5,9,5,0,0,2017,0,47.43148280054741,-122.34817278857203,4.336969240903274,4.608053001279108,9,3,607000.0,98195,1,1
40.419867405823055,2072.7786743906845,4050.7785629212985,2,2.95181956975631,1.5,10,1,0,0,1992,0,47.47014712101615,-122.20417744996027,2.743134602942737,5.806019161044306,12,4,405000.0,98119,1,0
15.230688458668535,1013.4310319957002,2970.26290387195,5,3.6690622377149946,2.0,3,1,0,0,2003,0,47.50353212402771,-122.48783883956854,3.641390294949174,4.30261598722875,3,1,172000.0,98151,1,2
4.883605700319194,1180.6107293072055,2788.865126732481,4,2.321303711968138,2.5,11,4,0,0,2011,0,47.69949754066579,-122.22206515414787,2.8062034136945524,5.005799536237605,12,4,343000.0,98190,1,3
34.211651325607846,1513.9261847805578,2866.8298127363532,3,3.703532869652067,1.0,6,2,0,0,2022,0,47.465584847527225,-122.12614930698896,5.961076917392547,4.663025746160209,11,4,255000.0,98023,1,2
22.007624686980066,1629.349976031341,2827.183371508402,2,3.252007042844965,1.5,10,1,0,0,1961,1987,47.738652821317224,-122.346917485924,3.30159069225682,7.020705112073229,12,4,303000.0,98044,1,0
6.101911742238942,4327.77226028512,6073.365196503006,4,2.4658147776339545,1.0,12,3,0,0,1950,0,47.45276157553232,-122.49148006482923,4.725651467955016,7.621278632190004,6,2,1074000.0,98056,1,3
24.75884550556351,3025.5025472713623,3675.4376383483896,1,2.809666406973891,2.0,9,3,0,0,2021,2017,47.41409777962806,-122.4888360782418,3.495207856807281,6.7978609607845595,8,3,609000.0,98196,0,0
1.7194260557609198,2855.259101184649,3843.8534049059153,5,1.9767433975570343,1.0,12,5,0,0,1982,0,47.55801816758787,-122.14319067771557,4.786361753745741,5.195417880149917,11,4,749000.0,98123,1,2
45.4660201039391,1016.4599234114786,2293.3008652078324,1,3.9507918992163225,2.0,9,1,0,0,2013,0,47.791776656788514,-122.21099355716149,3.2364059180466884,5.521674887483319,3,1,182000.0,98023,0,2
12.938999080000846,4370.628620072457,5251.89052422449,2,3.002053489151188,1.0,4,5,0,0,2017,2005,47.44413689111551,-122.45732544630937,5.248445230685261,3.6253684696471784,6,2,741000.0,98009,1,2
33.1261142176991,3752.6643644381766,4664.888627209686,2,1.1315405574898896,1.0,3,1,0,0,1963,0,47.44068737761585,-122.47816388917953,2.887840609928224,6.734323555672689,9,3,385000.0,98004,0,2
15.585553804470548,804.5076285500071,1532.0484968039675,1,1.9798657172440262,3.0,6,4,0,0,1963,1981,47.700466604318244,-122.1780698545538,5.6330264003159805,5.9823783969752204,9,3,187000.0,98162,1,0
26.00340105889054,3685.257937533959,4857.298389234577,2,2.8699433012771722,1.0,4,1,0,2,1958,0,47.52486467759742,-122.17605574687785,5.441475923892781,7.512199980687182,6,2,569000.0,98162,1,2
27.335513967163983,2945.921978041907,4662.013581270628,4,1.1689998333977194,2.0,10,2,0,1,2022,1999,47.686912646890285,-122.45179126408318,4.87582570273435,4.003055717875766,5,2,682000.0,98121,1,0
9.242722776276352,867.7640558605021,1350.6679740724967,2,1.0716525739574283,1.0,12,3,0,0,1975,0,47.48000423577734,-122.37939183844455,2.7359511949999673,6.798630609663061,1,1,209000.0,98098,1,2
48.47923138822793,2562.352886878954,4437.775660510492,5,2.350072718583408,2.0,9,4,0,0,1998,0,47.58402879767927,-122.18798957417044,3.229991599151249,6.423358308595948,3,1,486000.0,98170,0,1
38.75664116805573,2681.1332920852115,4090.399834206848,4,1.99807053907801,2.0,10,3,0,1,1966,0,47.50611595109957,-122.28983517161839,5.507765584918766,4.329227669048761,3,1,485000.0,98131,1,2
46.97494707820945,1245.985430734741,2910.2045348267984,3,2.314895824099498,1.5,8,5,0,0,2017,0,47.58061128595163,-122.11736605570988,2.926910520059083,6.336893197704125,12,4,270000.0,98083,0,3
44.74136752138244,4755.64166150127,5912.403977498292,2,1.7880799296400154,1.0,3,4,0,2,2009,2017,47.70763883703412,-122.30757494186159,3.04576233707807,7.621866902883248,4,2,579000.0,98034,0,1
29.894998940554256,4324.889171662979,5905.9709043687,2,1.4941532408289429,1.5,11,2,0,3,1952,0,47.70480397619106,-122.22921682497379,4.404011633144322,7.592179938335594,5,2,859000.0,98105,1,2
46.093711751155844,3510.6005179809877,3641.3812729259753,5,3.067430070941013,2.0,8,3,0,2,1974,0,47.60630891506949,-122.29608665370337,3.459621038860203,6.598132872580706,11,4,698000.0,98107,1,2
4.424625102595975,2580.3300245027326,4235.25283158385,5,2.5437133488034016,2.0,12,1,0,2,1970,0,47.77134873748842,-122.12281380172598,3.277264949803753,3.2403655626703003,8,3,708000.0,98043,1,0
9.79914312095726,2352.944937130288,2529.2087693924846,1,1.6004626337481005,2.0,3,1,0,1,1961,0,47.50551364097931,-122.34053636317296,4.5153470114686325,7.3613216866008075,11,4,272000.0,98195,0,2
2.2613644455269033,3429.380602179294,5220.216017268733,1,1.958768278779995,2.0,3,1,0,1,2003,2000,47.49612454044769,-122.40808141792856,3.804018367603102,6.288893035022699,9,3,381000.0,98165,0,1
16.266516538163216,2954.443412331075,4939.172632084497,1,2.7754237229899776,1.0,10,4,0,1,1950,0,47.64552256047017,-122.3693464558876,2.9919596386938405,4.552171265913672,12,4,694000.0,98012,1,2
19.4338644844741,780.2289764684853,1438.957154604363,5,1.2166880448174335,1.0,8,2,0,2,1950,0,47.648518813686714,-122.1588899183339,4.3719881864091255,3.9362518085284965,7,3,240000.0,98016,1,3
13.567451588694796,2806.2619194664926,3305.8671764095006,1,1.4423590277985388,1.0,10,2,1,1,1994,0,47.41861601582599,-122.30082457459514,3.8545434114751798,3.5810193149865857,10,4,669000.0,98062,1,3
41.436875457596464,4128.816277547778,5683.006668878055,1,1.2197368123221703,1.0,10,2,0,0,1995,0,47.643111084954754,-122.3582990785991,5.070808709958193,3.251184496288805,6,2,670000.0,98017,1,1
17.837666334679465,2566.579449186311,3147.3294969347926,3,3.436951998142357,1.0,10,3,0,0,1997,2015,47.5497744629396,-122.2822959912762,2.859644048122062,6.770516239753782,3,1,521000.0,98015,0,0
14.046725484369038,733.8045989942078,2478.3731270213943,1,3.2572276996360277,2.0,12,4,0,2,1956,0,47.698977010128225,-122.44670811708926,4.672146353810908,4.179214994716377,9,3,281000.0,98026,1,3
27.134804157912424,4038.251897228149,4333.652822327354,2,3.2599387956377712,2.0,9,1,0,0,1959,2019,47.72324226581811,-122.49785627814977,4.027726644301367,3.1212646802162753,10,4,775000.0,98045,1,2
7.046211248738132,1406.1370196118846,1745.4518927326653,5,3.1489760304280843,3.0,9,3,0,1,1964,0,47.62086152781881,-122.3877661265226,3.9212165626834143,4.986353259209946,1,1,390000.0,98130,0,2
40.109849037701984,1663.7937569961746,3624.1817116873444,4,3.0081562710096077,1.0,12,2,0,4,1989,0,47.4006820126009,-122.25799771208658,3.313006908029194,5.413035402961695,9,3,495000.0,98145,0,0
3.727532183988541,1241.1785904453316,2621.4724971583405,3,2.430975746134525,2.0,6,1,0,1,1960,1998,47.65454632406666,-122.21532769213545,2.6064910987094887,3.8461511545006344,3,1,307000.0,98065,1,2
49.34434683002586,1985.967791921739,3695.053518336749,5,2.926834490521345,2.5,11,4,0,4,2005,0,47.69955251186637,-122.1693556134592,5.4669121802762595,3.220241680812749,9,3,638000.0,98094,1,0
38.61223846483287,3905.3817755988575,4621.607592566742,5,1.1150846643639238,2.0,4,5,0,1,1995,2010,47.499593306492606,-122.1293345762422,3.6424353011204906,3.9456274154903443,10,4,579000.0,98030,0,3
9.93578407670862,2837.236367767718,4222.555491856867,2,2.8643932679703537,1.0,11,2,0,0,1994,0,47.58585840045632,-122.3351550612141,4.883818639054464,6.395513809182872,1,1,553000.0,98068,0,1
0.27610585618011996,1421.9657336782066,2651.0252055645415,1,3.3336331166106317,1.0,12,2,0,2,1962,0,47.786290649364716,-122.20379328017701,5.816555899218476,3.411218386256032,8,3,401000.0,98106,1,2
40.77307142274171,4450.235351684183,5696.220579917783,2,2.5010750811531706,1.0,5,2,0,0,1976,0,47.51924622135764,-122.47013082792077,4.4774660432874605,5.775185152784969,6,2,539000.0,98044,0,1
35.34286719238086,4458.118347281881,5854.930020403552,1,2.072539985281711,1.5,4,2,0,0,1999,0,47.48926130041669,-122.47698800049116,3.890014158819532,3.732059939540833,9,3,556000.0,98096,1,1
36.45035840204937,4417.602912707031,5610.785341652318,1,1.8322802044029374,2.0,6,1,0,0,2010,0,47.484341916191205,-122.45008080320554,3.438957482220463,3.9784458679020966,4,2,570000.0,98060,1,2
38.56351733429729,1574.5829512169269,2489.801452891992,5,2.9284061504862473,1.0,7,4,0,0,1962,1982,47.623520333741595,-122.32057236086769,5.769153274266227,4.965389416333494,12,4,248000.0,98001,1,1
3.7022325867045183,2530.5770488144462,3154.830168137485,1,3.0784035958897262,1.0,4,3,0,0,1961,0,47.7799148405232,-122.4154874246005,4.887268863179,3.504126680268657,5,2,308000.0,98019,1,2
17.92328642721363,4932.453452633938,6492.757981369021,3,3.6129027995876277,2.0,3,1,0,0,1978,1986,47.64347605168014,-122.38523002322488,4.828484876397958,3.866017513911064,6,2,672000.0,98033,0,2
5.793452976256486,3974.0561433949565,4503.973760401011,3,2.0270022473829723,2.0,12,4,0,1,1969,0,47.521329248095064,-122.24084793059508,3.9915541380084694,4.744762057256771,12,4,720000.0,98164,0,0
43.155171293779674,622.2533955150192,2037.726577208406,3,3.3093169221567567,2.0,7,3,0,2,1980,0,47.65542791122698,-122.35659112847885,5.457670495036007,4.6483450274918345,9,3,180000.0,98091,1,2
31.164906341377897,793.4206606722142,1336.753023705935,5,2.684067472568014,2.0,11,2,0,0,1957,0,47.64993691903911,-122.2770513769128,4.9978526545332045,6.746357428378659,6,2,229000.0,98024,0,2
16.54490124263246,2587.6911956554973,3875.81851856896,2,3.6485094720342373,1.5,7,4,0,0,1973,2013,47.63877005429186,-122.33503849730536,3.491141451233556,3.373911525632122,9,3,560000.0,98083,0,1
3.177917514301182,4591.4909263770205,6110.939633922176,4,2.583436324886862,1.0,12,2,0,1,1988,1999,47.46377048275532,-122.43241229779207,4.598525310087668,7.302253678331717,2,1,986000.0,98125,0,1
15.54911608578311,2924.158090787214,3439.7144797096385,1,2.5528894851939015,1.5,11,4,0,1,1982,2018,47.65382671973799,-122.47039200389764,4.00567884110443,7.081160853697274,4,2,712000.0,98153,0,0
16.259166101337353,2740.156286154306,2954.048557790792,4,2.7336312443227273,2.0,12,5,0,3,1991,0,47.5720657810058,-122.40550740187604,2.5230655699039954,6.829958198459692,3,1,747000.0,98139,0,1
36.480308916903205,974.6316498048377,1323.4817614937683,2,3.2479460654273034,3.0,8,2,0,0,1964,1993,47.40743682344921,-122.47691981220358,5.326682010256291,4.5468618123156626,4,2,199000.0,98009,0,1
31.877873567760656,3455.5104712593234,4706.9047090742715,2,3.894071436485383,1.0,5,2,0,2,2017,0,47.615905794858996,-122.25255521604407,2.929906221218953,7.114408927703938,1,1,488000.0,98006,0,3
44.36063712881633,4199.4642227010145,5913.4123945299125,5,1.220690062647297,2.0,6,2,0,0,2014,0,47.795706698087365,-122.18171295941356,4.28484077100915,3.914010401446404,2,1,515000.0,98058,1,2
23.610746258097464,2211.8900337840305,2397.3839941313367,3,1.1603038071730514,1.5,6,1,0,1,1981,0,47.53989583633759,-122.36410369270504,3.6767916757968546,3.622046029275141,4,2,388000.0,98100,1,1
5.9797122969150855,3990.253329163974,5485.140721343101,3,3.8126510122220156,2.0,3,3,0,0,1960,0,47.786223687327464,-122.34515557785906,3.6973116442023715,3.224781667447437,10,4,627000.0,98122,0,2
35.66223936114975,4840.144942553652,5588.650369858751,2,2.589626876554618,1.0,5,2,0,0,1986,0,47.438482296665036,-122.17352357489628,4.170777091948328,7.696551815027879,4,2,609000.0,98101,0,2
38.03925243084487,1416.949066074601,2426.1529689216936,5,2.8447090437008082,1.5,5,2,0,0,1968,2007,47.69298004634692,-122.41095483505057,5.989580864069108,4.540054488526368,5,2,225000.0,98157,1,1
28.063859878474812,2854.983340376336,4719.816485082911,5,2.4472708047841865,2.5,3,1,0,0,2000,0,47.44573199786513,-122.45233589392205,3.9293288822101653,7.58808940088953,9,3,333000.0,98011,1,0
38.54835899772805,1792.1208113805899,2522.866670378696,1,1.2809723578224235,2.0,11,1,0,0,1983,0,47.50942862942211,-122.29955275306756,3.1381523043580035,4.363067807596648,1,1,324000.0,98151,1,2
24.689779818219538,4067.8448856522773,5051.985060137301,3,3.3042681352559997,2.0,3,5,0,2,2020,1992,47.628336334128846,-122.2415239321867,4.647622183172791,7.537829796681748,8,3,641000.0,98154,0,0
26.136641469099704,3099.1701464652087,3225.166734510503,2,3.2416739352657604,1.0,11,4,0,1,2009,0,47.6371118775907,-122.26013822998141,3.3270069781383245,7.519645264230442,3,1,631000.0,98001,1,2
21.37705091792748,3355.620878976367,3610.6584469855597,4,1.935109964478436,1.0,3,2,0,0,2002,0,47.71008452689367,-122.21445078189032,2.8694219784953265,7.618380225053564,9,3,433000.0,98081,1,1
1.2709563372047594,4090.6137182715233,4681.937741427613,3,1.9187177356852012,1.5,4,4,0,0,1961,1980,47.646124562890975,-122.4772995271308,2.675609602230752,5.4807671964209685,11,4,652000.0,98175,1,2
5.394571349665222,2281.867126981047,2434.7863845410884,1,3.5135241427165553,2.5,4,1,0,0,2011,2021,47.63744588175222,-122.32871935489665,2.5800844590688934,7.32973143399446,8,3,307000.0,98110,1,2
1.5714592843367126,4617.905307831695,5917.518427323372,5,1.2170717732239797,3.0,8,1,0,4,2015,2003,47.76494123479565,-122.40457179042173,4.009076269088723,7.753829480836601,8,3,1071000.0,98169,1,0
31.82052056318902,2898.62990260763,3808.786780530713,2,3.6433154450696974,2.0,9,5,0,0,1997,0,47.58086430088366,-122.19635149618159,3.993540229556878,4.623084709485898,9,3,684000.0,98151,1,1
15.717799053816334,1210.7967027590662,2352.272587942308,3,1.7699850696877433,1.5,3,3,0,0,1989,0,47.49010631147802,-122.15090780637586,3.149408900272835,5.094372028412775,4,2,192000.0,98100,1,2
25.42853455823514,3631.546031759611,4063.3756849626375,4,2.7789542432664818,2.5,5,1,0,0,1973,2005,47.46471543400945,-122.38746570367744,5.244066688199233,6.59620093667872,12,4,591000.0,98105,0,2
45.37832369630465,4069.676076972145,4731.946932901716,1,3.807982537005333,2.0,4,2,0,1,1999,0,47.559997838723795,-122.46191276837223,2.9524471977195756,4.501799108616504,5,2,477000.0,98133,0,2
12.464611457443747,1925.42754680387,3286.6940490240477,1,3.034367504609939,2.0,10,5,0,0,2017,0,47.685101102077475,-122.39862881520344,5.703610174237559,6.769046544563295,12,4,480000.0,98099,0,2
20.519146151781488,4357.306656494388,6291.381831392147,3,2.24328943740111,1.0,11,3,0,0,1992,0,47.41701739397196,-122.45839660437643,4.556515921751453,3.3694607260676697,7,3,998000.0,98178,1,0
37.77755692715243,4577.644646445949,4773.436516290146,4,3.0686026267162454,2.0,4,5,0,2,1966,0,47.45162135460376,-122.37103113355462,2.5966573163672537,5.617491921442712,2,1,752000.0,98009,0,0
11.439908274581123,1746.0701932001402,3537.8004028251457,1,2.0319389089491104,2.0,4,1,0,1,2004,2012,47.442445384041456,-122.28472056867126,5.870404190099508,3.611567420418726,7,3,326000.0,98132,0,2
3.8489954914396494,4925.8466272185,6121.9209097097955,2,1.8317752490475585,2.5,12,3,0,1,1983,0,47.63410006122058,-122.11052761824071,3.5777944084104876,4.466617382183382,12,4,1139000.0,98199,1,1
14.4875726456884,1133.201876219413,2304.649053055098,1,3.990049833804039,2.0,11,4,0,0,2019,0,47.497145860212505,-122.34025189825945,4.074912358522487,4.2931269624323605,3,1,320000.0,98193,1,1
8.061064362700222,1409.0705078112048,2459.5997247059495,4,3.2523706935393633,1.0,6,3,0,0,2009,0,47.46650377132055,-122.41198403045816,3.4949404254809324,7.194660367813331,6,2,306000.0,98057,1,2
46.484882617128655,1329.0117765711175,1560.860539789066,5,2.934159932145453,2.0,7,2,0,3,2000,1992,47.637108287897206,-122.43327930385166,5.0494745431182215,3.9675862770309873,6,2,218000.0,98124,1,3
40.40601897822085,4522.953695035417,4793.719713334122,5,2.0658689296579564,2.5,11,4,0,2,2022,1996,47.70452396618095,-122.43078409354453,4.1998807725183855,7.042239600795595,6,2,994000.0,98153,0,0
31.67018782552117,3444.3164854623283,4686.049296214592,3,1.1474824874651444,1.5,8,4,0,0,1984,0,47.532861966581066,-122.42296092669541,2.963305357908759,6.9698017295396095,10,4,620000.0,98186,0,0
43.57302950938588,1184.469274500228,1932.2905602277888,4,1.093170628105467,1.0,12,2,0,0,1983,0,47.63128184227064,-122.19509319098502,2.8647138332580884,5.49441527778615,2,1,224000.0,98006,1,2
40.18360384495573,2481.45538265757,4324.2647091551635,1,2.6625437663463964,1.0,11,4,0,0,1965,0,47.43924976527978,-122.47558891542702,5.038813946636012,4.169216277980648,9,3,648000.0,98142,0,0
9.328502944301793,3268.8411128141092,4141.3631337971065,1,3.286098163117153,2.0,11,1,0,0,1967,0,47.77407641218303,-122.10103891722278,3.3297849172594502,4.134481699781114,8,3,702000.0,98063,1,1
44.627949924498886,875.5883824522248,1247.823153987243,5,2.6121375713315653,1.5,9,3,0,1,1987,2015,47.53475847412591,-122.2909254435335,2.982276811234654,5.324623235579239,7,3,196000.0,98118,1,2
26.967112095782536,4470.8736578330245,5928.839441486893,5,3.5223552158173437,2.0,12,3,0,4,1992,0,47.799002277269395,-122.28229124227967,4.24799658949245,3.0440450369675816,11,4,1068000.0,98065,0,0
40.372007758203125,4116.2159094869085,4773.587410224827,2,1.100279599279665,1.0,11,2,0,0,1981,2013,47.79143510233991,-122.35697444852016,5.309678506377065,5.656753773056831,12,4,601000.0,98052,1,0
44.80456499617466,2773.430481094872,3871.824065071069,5,2.10025622927782,2.5,7,1,0,0,1956,0,47.71152937973432,-122.22389785623515,3.475739610555957,7.763897628835277,12,4,347000.0,98065,1,1
15.900173748593193,4852.069768666267,6277.9520611260905,2,1.7112111735225342,1.0,7,4,0,2,1995,0,47.40802683816278,-122.31141746364767,3.467510640952827,3.7735344093129823,9,3,1041000.0,98125,1,0
5.502596226383838,2379.9244067379486,4190.426218021882,1,2.341818904471366,1.0,10,3,0,0,2010,2021,47.617389968153745,-122.36837548601417,5.418584410911319,5.866728107378017,4,2,560000.0,98100,1,2
11.396758127097083,4928.49643566424,6533.659705787425,2,1.2171291795823675,2.0,12,3,0,4,1967,2009,47.434734568176005,-122.39394463851679,3.0174182809907393,7.808893443222284,2,1,1318000.0,98136,0,1
21.355389431312815,3505.639994616322,4890.726023574498,2,3.8623949247132177,2.0,6,3,0,1,2020,0,47.758055210384605,-122.1297395172267,4.6585465712529155,7.302610697458001,4,2,652000.0,98096,1,1
40.90073829612466,3356.0207296427366,4747.323776193509,3,1.6697662032080829,1.0,11,3,0,3,1989,0,47.715854501058956,-122.38360419397902,5.842547190439049,7.2519005819067015,12,4,690000.0,98008,1,2
43.036529162817175,1246.7970288310325,3144.053852491997,5,3.7669233264507542,1.0,9,5,0,0,1999,0,47.78893615063827,-122.32544269622807,5.444561023520576,7.109249651980945,10,4,349000.0,98014,1,3
0.34760652655953517,4468.674912370898,5130.740697614317,2,2.2776794651100456,1.0,9,2,0,0,1954,0,47.64335318125992,-122.35986343915341,2.7163533182290522,4.545118030280928,11,4,917000.0,98024,1,3
25.537365128878285,2423.703595642768,2525.816574615524,1,3.956572399765654,2.0,5,4,0,0,2003,0,47.60886912179373,-122.46552846902878,3.619688067965689,7.453084156334061,3,1,331000.0,98192,0,2
20.87055015743895,1230.0503260211572,1846.7639888777346,4,2.6621751503806323,2.0,6,4,0,0,2007,0,47.60758954237775,-122.42562624220709,2.9983106295741573,7.706701756165855,2,1,244000.0,98093,1,2
11.105390523536512,556.7338398909156,1070.7274611817293,2,3.7924985925274224,2.0,9,2,0,0,1971,0,47.55457934978173,-122.42419920986944,5.8223422319049885,5.478962116495197,2,1,135000.0,98025,1,1
5.99326836668414,3018.9005763727214,4376.3862880893175,5,1.0160469660826685,2.0,7,1,0,4,1987,0,47.58747602689166,-122.22254019424413,5.950795481777284,4.772855236297294,8,3,614000.0,98134,0,2
16.8807585701814,2873.2982995520433,4177.350339106549,3,3.2447164185427004,2.0,5,2,0,2,1998,1998,47.65416503325414,-122.33736583601367,3.3224755718901324,5.07114507802928,5,2,440000.0,98129,1,1
